,Username,Link,Text,Human,Chat GPT (AI),Date
,agi_102,https://www.tiktok.com/@agi_102,pengiriman nya bagus dan rapih saya suka dan tidak kecewa ,Positif,Positif,11/01/2024
,iwannnnn9,https://www.tiktok.com/@iwannnnn9,kotak nya bagus kak beda dari yang lain pengemasan nya,Positif,Positif,11/01/2024
,juanz.h,https://www.tiktok.com/@juanz.h,dominant emang cocok jadi parfum nomor 1 wangi nya ga ada lawan,Positif,Positif,11/01/2024
,ilhamstupid,https://www.tiktok.com/@ilhamstupid,kak aku sudah beli emang enak banget wangi dominant bikin nyaman,Positif,Positif,11/01/2024
,putrat891,https://www.tiktok.com/@putrat891,jago banget marketing nya,Positif,Positif,11/01/2024
,nayla_cyl,https://www.tiktok.com/@nayla_cyl,aku sudah punya ka bener bener enak banget aku sampai beli tiga,Positif,Positif,11/01/2024
,adhinkshoop,https://www.tiktok.com/@adhinkshoop,iklan nya selalu bagus dan visual nya juga saya suka banget,Positif,Positif,11/01/2024
,afanandry98,https://www.tiktok.com/@afanandry98,parfum yang bisa di perhatikan sama cewek apa kak,Netral,Netral,11/01/2024
,asyariari62,https://www.tiktok.com/@asyariari62,pengen sweter nya scentplus keren banget ,Positif,Positif,11/01/2024
,muzzimaldhini,https://www.tiktok.com/@muzzimaldhini,ke tiga parfum itu wangi nya ninggalin jejak banget,Positif,Positif,11/01/2024
,obimrio,https://www.tiktok.com/@obimrio,buatin side effect nya yang seratus mili juga ka biar para penggemar side effect juga bisa beli yang ukuran seratus mili nya kak,Positif,Positif,11/01/2024
,huangxuxi_luvv,https://www.tiktok.com/@huangxuxi_luvv,"kena di baju putih dia bercak kuning, aroma nya juga gak tahan lama",Negatif,Negatif,11/01/2024
,badutunofficial,https://www.tiktok.com/@badutunofficial,emang bener dominant cocok jadi extrait de perfume wangi nya tahan lama banget ,Positif,Positif,11/01/2024
,aquarius4466,https://www.tiktok.com/@aquarius4466,sudah pernah nyoba mix dua parfum ini tapi emang dua dua nya emang enak banget,Positif,Positif,11/01/2024
,y_iskandar,https://www.tiktok.com/@y_iskandar,buat kak wangi tipe aku banget itu,Positif,Positif,11/01/2024
,stockis_biotekno,https://www.tiktok.com/@stockis_biotekno,wangi nya mantap tidak pernah mengecewakan,Positif,Positif,11/01/2024
,taufikabu77,https://www.tiktok.com/@taufikabu77,"dominant satu kali semprot,aroma nya sampai nyebar satu ruangan",Positif,Positif,11/01/2024
,all_role_rd,https://www.tiktok.com/@all_role_rd,Udah gak laku ya ,Negatif,Negatif,11/01/2024
,lon_efriza281108_,https://www.tiktok.com/@lon_efriza281108_,hampir aja aku beli yang palsu tadi di Shope,Negatif,Negatif,10/01/2024
,fikirahmatillah34,https://www.tiktok.com/@fikirahmatillah34,beli sekali aja langsung ketagihan sama wangi nya dominant,Positif,Positif,10/01/2024
,bangkoleng6,https://www.tiktok.com/@bangkoleng6,aku udah beli wangi nya seger aku suka banget sama wangi nya,Positif,Positif,10/01/2024
,userselen.123,https://www.tiktok.com/@userselen.123,ini yang palsu yang asli tuh warna tidak terlalu pekat begini,Negatif,Negatif,10/01/2024
,mzkupret751_,https://www.tiktok.com/@mzkupret751_,"kok udah dua hari baru dikirim atau dijemput kurir? padahal dulu tiga hari sudah nyampai aku beli juga di scentplus indonesia, pengiriman juga dari cirebon",Negatif,Negatif,10/01/2024
,orreo.32,https://www.tiktok.com/@orreo.32,"seratus mili dengan harga segitu , wangi nya enak banget cocok sumpah kategori murah banget tapi aroma nya tidak murahan",Positif,Positif,10/01/2024
,onickklllll,https://www.tiktok.com/@onickklllll,pengiriman makai jnt bisa ga ka,Netral,Netral,10/01/2024
,farusu_,https://www.tiktok.com/@farusu_,kenapa baru muncul  baru aja minggu lalu saya beli side effect dan mr crush,Negatif,Negatif,10/01/2024
,cremsyy,https://www.tiktok.com/@cremsyy,kak barusan saya sudah beli side effect lima pulu mili cuman tidak dapet card nya gimana sih ini,Negatif,Negatif,10/01/2024
,ardhi0090,https://www.tiktok.com/@ardhi0090,"selain wangi nya yang manis, botol parfum nya cantik-cantik",Positif,Positif,10/01/2024
,bang_hayri,https://www.tiktok.com/@bang_hayri,wangi dominant emang tidak ada lawan,Positif,Positif,10/01/2024
,sabriel26rayyan,https://www.tiktok.com/@sabriel26rayyan,aku suka wangi nya ,Positif,Positif,10/01/2024
,kenizlywann_,https://www.tiktok.com/@kenizlywann_,keren teknik marketing nya baru muncul aku sudah beli side effect ,Positif,Positif,10/01/2024
,yottaminna,https://www.tiktok.com/@yottaminna,kemarin punya aku pecah,Negatif,Negatif,10/01/2024
,dghost_hunting,https://www.tiktok.com/@dghost_hunting,meninggalkan jejak di baju jadi kuning semua baju aku kak,Negatif,Negatif,10/01/2024
,scorpichris,https://www.tiktok.com/@scorpichris,mantap marketing nya selalu bikin mau beli,Positif,Positif,10/01/2024
,hadi_riyanto93,https://www.tiktok.com/@hadi_riyanto93,Semoga ceptan promo dan bisa beli kak,Positif,Positif,10/01/2024
,resqi_ardian,https://www.tiktok.com/@resqi_ardian,Preorder lama banget dua minggu,Negatif,Negatif,10/01/2024
,fajarsahuri67gmail.com,https://www.tiktok.com/@fajarsahuri67gmail.com,parah nipu seratus mili harga nya dua ratus tiga puluh lima ribu kalau yang lima puluh mili harga nya seratus dua puluh lima ribu sama aja tidak perubahan harga normal,Negatif,Negatif,10/01/2024
,alfarizir07,https://www.tiktok.com/@alfarizir07,keren kecantikan host nya jadi senjata ampuh buat marketing,Positif,Positif,10/01/2024
,mulukk._29,https://www.tiktok.com/@mulukk._29,berbohong ngomong gitu karena di bayar,Negatif,Negatif,10/01/2024
,pakzega67,https://www.tiktok.com/@pakzega67,mantap host nya selalu bikin pelanggan balik,Positif,Positif,10/01/2024
,hollowness4me,https://www.tiktok.com/@hollowness4me,Dari awal beli selalu suka sama wangi nya ,Positif,Positif,10/01/2024
,qkirock,https://www.tiktok.com/@qkirock,parah banget pengiriman nya lama side effect aku belum sampai sampai ini,Negatif,Negatif,09/01/2024
,achmad_r727,https://www.tiktok.com/@achmad_r727,dominant wangi nya emang tidak ada yang nandingin untuk parfum lokal,Positif,Positif,09/01/2024
,bbg_tabaka98,https://www.tiktok.com/@bbg_tabaka98,wangi nya cuma sebentar aja,Negatif,Negatif,09/01/2024
,alfito0912,https://www.tiktok.com/@alfito0912,aku pernah beli tapi beda jangan sampai palsu bang karena bungkus nya tidak ada,Negatif,Negatif,09/01/2024
,jennqt0000,https://www.tiktok.com/@jennqt0000,Harum nya biasa aja kaya parfum pinggir jalan,Negatif,Negatif,09/01/2024
,oneinside_,https://www.tiktok.com/@oneinside_,viral banget perasaan ini parfum,Positif,Positif,09/01/2024
,mas_iyzam,https://www.tiktok.com/@mas_iyzam,dari dulu nunggu dominant yang lima puluh mili tidak pernah ada hadeh,Negatif,Negatif,09/01/2024
,alitwibisana,https://www.tiktok.com/@alitwibisana,tidak enak bau nya kaya cewek murahan,Negatif,Negatif,09/01/2024
,_mhdimron,https://www.tiktok.com/@_mhdimron,BOHONG gak tahan lama,Negatif,Negatif,08/01/2024
,kristianpangestu1,https://www.tiktok.com/@kristianpangestu1,Kalo sarah viloid yang di jadiin iklan auto beli ,Positif,Positif,08/01/2024
,ikky9797,https://www.tiktok.com/@ikky9797,wangi nya enak banget dua hari gak hilang hilangg makai satu semprot aja udah wangi dan tahan lama rekomendasi banget jujur,Positif,Positif,08/01/2024
,nendranur,https://www.tiktok.com/@nendranur,"ternyata bukan eau de parfum, tapi extrait de parfum pantes awet",Positif,Positif,08/01/2024
,rija_34,https://www.tiktok.com/@rija_34,beli mr crush sama dominant enak banget wangi biasa nya aku campur ,Positif,Positif,08/01/2024
,fuad85,https://www.tiktok.com/@fuad85,Alhamdulillah sudah sampai barang nya dan harum nya enak sekali awet juga,Positif,Positif,08/01/2024
,riicko.saputraa,https://www.tiktok.com/@riicko.saputraa,di rumah masih ada dua dominant sama side effect kak orang satu rumah pada suka sama aroma nya,Positif,Positif,08/01/2024
,arifkuya,https://www.tiktok.com/@arifkuya,punya aku sudah lima hari belum di kirim,Negatif,Negatif,08/01/2024
,rzetzet,https://www.tiktok.com/@rzetzet,pantesan saya pesen yang palsu warna ijo bener sih murah tapi aroma nya tidak enak banget,Negatif,Negatif,08/01/2024
,ncmpg9bnotnyxqtjr,https://www.tiktok.com/@ncmpg9bnotnyxqtjr,bingung milih yang mana parfum nya enak semua sih,Positif,Positif,08/01/2024
,delzaays,https://www.tiktok.com/@delzaays,Scentplus terbaik asli aku pakai yang pro player wangi banget di badan pakai nya biar wangi tahan lama,Positif,Positif,08/01/2024
,duta_shampooo_lain,https://www.tiktok.com/@duta_shampooo_lain,dominant yang lima puluh mili habis yah kak dari lama mau beli tapi abis terus,Negatif,Negatif,08/01/2024
,ff270003,https://www.tiktok.com/@ff270003,Kalau aku biasa nya hrny sama mr crush putih aku langsung campur parfum itu mantap sih bau nya,Positif,Positif,08/01/2024
,rnaldy.99,https://www.tiktok.com/@rnaldy.99,Kalau HRNY bener wangi banget dari pintu atau jarak lima meter sudah kecium ,Positif,Positif,08/01/2024
,anazharsaputra,https://www.tiktok.com/@anazharsaputra,pengiriman nya lama kak,Negatif,Negatif,07/01/2024
,amin_gmail.com,https://www.tiktok.com/@amin_gmail.com,bau nya biasa saja tidak sesuai sama harga nya yang mahal,Negatif,Negatif,07/01/2024
,yuuuuuuzzz1,https://www.tiktok.com/@yuuuuuuzzz1,paket aku belum sampai sampai kak sudah satu minggu,Negatif,Negatif,07/01/2024
,kenkenn168,https://www.tiktok.com/@kenkenn168,aku semprot di baju jadi kuning baju aku parah banget,Negatif,Negatif,07/01/2024
,fahmi.alfahmi,https://www.tiktok.com/@fahmi.alfahmi,wangi nya kok gak tahan lama ka,Negatif,Negatif,07/01/2024
,muhammadrisqi15,https://www.tiktok.com/@muhammadrisqi15,gak dapet photocard huhu padahal sudah centang photocard nya,Negatif,Negatif,07/01/2024
,rakafaturrahmanghifari,https://www.tiktok.com/@rakafaturrahmanghifari,kak kok dominant yang lima puluh mili belum ada ada mau beli nih,Negatif,Negatif,07/01/2024
,dek.candra0,https://www.tiktok.com/@dek.candra0,kak cairan nya kan warna kuning kalo di baju putih warna nya nempel atau gak kak?,Netral,Netral,07/01/2024
,canaldepan,https://www.tiktok.com/@canaldepan,foto card sexy di tambah lima sticker aku suka banget ,Positif,Positif,07/01/2024
,kurtubimenye,https://www.tiktok.com/@kurtubimenye,harum parfum nya,Positif,Positif,07/01/2024
,esaputra333,https://www.tiktok.com/@esaputra333,parfum scentplus favorite saya nih dominant HRNY side effect pro player her pro player for him Mr crush top banget saya sudah tujuh kali beli nanti bakalan beli lagi,Positif,Positif,07/01/2024
,ariono788,https://www.tiktok.com/@ariono788,parah lama banget gak di kirim kirim aku beli tanggal empat sekarang tanggal tujuh paket aku masih di Cirebon,Negatif,Negatif,07/01/2024
,prass4426,https://www.tiktok.com/@prass4426,kalo beli offline apakah harga nya sama kak,Netral,Netral,07/01/2024
,enriga005,https://www.tiktok.com/@enriga005,yang varian sepuluh mili tolong di ada kan karena pengen nyoba,Positif,Positif,07/01/2024
,hiau_ikky,https://www.tiktok.com/@hiau_ikky,dominat jujur awet banget wangi nya,Positif,Positif,07/01/2024
,felixogi1,https://www.tiktok.com/@felixogi1,aku beli asli terus jujur side effect gak tahan lama aroma nya,Negatif,Negatif,07/01/2024
,mhmdridhofbrnsyh_,https://www.tiktok.com/@mhmdridhofbrnsyh_,side effect emang terbaik saya makai dari 2022 gak pernah kecewa sama wangi nya,Positif,Positif,07/01/2024
,adii_koffler,https://www.tiktok.com/@adii_koffler,saya sudah beli dari tanggal tiga sampai sekarang masih belum datang sangat lama sekali dan menurut saya itu gak wajar,Negatif,Negatif,07/01/2024
,uhukk45432,https://www.tiktok.com/@uhukk45432,gak tahan lama gak sampai satu jam sudah hilang padahal gak kemana mana nyesel banget beli dominant,Negatif,Negatif,07/01/2024
,m.ryu_85,https://www.tiktok.com/@m.ryu_85,sudah beli kak perdana mudahan sesuai iklan dan gak mengecewakan,Positif,Positif,07/01/2024
,e_cak_les,https://www.tiktok.com/@e_cak_les,Alhamdulillah pesenan aku juga nyampe DOMINANT EMANG ENAK BANGET PASTI BELI DI SINI LAGI NANTI,Positif,Positif,06/01/2024
,_ditzz.27,https://www.tiktok.com/@_ditzz.27,sumpah sudah aku beli bau nya enak banget,Positif,Positif,06/01/2024
,mas.ul07,https://www.tiktok.com/@mas.ul07,puas banget sama wangi dominant nya gak sia sia pesan hampir tiga minggu baru sampe kemaren selanjut nya beli lagi di sini,Positif,Positif,06/01/2024
,secure993,https://www.tiktok.com/@secure993,kenapa harus keluar sekarang kak kenapa gak kemarin kemarin paket aku baru Dateng yang tiga puluh lima mili malah ini keluarin yang lima puluh mili kalo gitu kan mending beli yang lima puluh mili langsung,Negatif,Negatif,06/01/2024
,suryak.tr,https://www.tiktok.com/@suryak.tr,tetep pesan nih kak saking suka nya sama dominant,Positif,Positif,06/01/2024
,sigitprabowo012,https://www.tiktok.com/@sigitprabowo012,sumpah dominant kerja malam pagi nya masih wangi,Positif,Positif,06/01/2024
,_bintangaja_,https://www.tiktok.com/@_bintangaja_,puas banget wangi nya tahan lama ,Positif,Positif,06/01/2024
,andymaliq,https://www.tiktok.com/@andymaliq,tidak wangi saya kecewa pesan parfum ini,Negatif,Negatif,06/01/2024
,lukmanulhakim536,https://www.tiktok.com/@lukmanulhakim536,aku beli dapet yang palsu,Negatif,Negatif,06/01/2024
,amri.saputra,https://www.tiktok.com/@amri.saputra,Pas beli pro player waktu baru coba wangi langsung suka banget sama wangi nya,Positif,Positif,06/01/2024
,ahmadbakri458,https://www.tiktok.com/@ahmadbakri458,aku sering makai dominant sama hnry mantap wangi nya enak banget di cuci tidak hilang,Positif,Positif,06/01/2024
,a17chandra,https://www.tiktok.com/@a17chandra,enak banget seperti parfum dari thailand,Positif,Positif,06/01/2024
,rd.mkahfi,https://www.tiktok.com/@rd.mkahfi,aku mikir dominant hampir mirip wangi nya sama Baccarat yang harga nya satu jutan semakin lama wangi dominant makin mewah jujur sih aku seneng banget sama dominant,Positif,Positif,06/01/2024
,dek.candra0,https://www.tiktok.com/@dek.candra0,kak ini asli apa tidak? kemarin saya beli ternyata palsu soal nya tidak dapet kotak nya terus wangi nya tidak tahan lama,Negatif,Negatif,06/01/2024
,evanluckyramadhan,https://www.tiktok.com/@evanluckyramadhan,aku baru beli parfum nya yang dominant wangi nya lembut dan wangi banget,Positif,Positif,06/01/2024
,boemifortunaparfum,https://www.tiktok.com/@boemifortunaparfum,"dua lapisan tidak pernah salah , selalu di rekomendasikan",Positif,Positif,06/01/2024
,hakiim.al,https://www.tiktok.com/@hakiim.al,kapok deh beli scentplus beli yang dominant bau nya agak agak tidak enak di hidung,Negatif,Negatif,06/01/2024
,babybooxoxo00,https://www.tiktok.com/@babybooxoxo00,"paket rusak, botol nya sampai pecah terbelah dua",Negatif,Negatif,06/01/2024
,pendi_000,https://www.tiktok.com/@pendi_000,"nungguin scantplus ada di indomaret dan alfamart, biar gampang beli nya udah cocok banget sama semua parfum scentplus",Positif,Positif,06/01/2024
,erman_k.chova,https://www.tiktok.com/@erman_k.chova,"aku punya dua dua nya, emang sering aku campur pas makai  kata temen kantor wangi nya enak banget",Positif,Positif,06/01/2024
,yokiyoki236,https://www.tiktok.com/@kiyoki236,cuma saran coba tanya dulu ke yang udah beli aku beli yang pro player aja itu gak ke pake soal aroma nya pahit satu rumah bikin pusing kepala,Negatif,Negatif,06/01/2024
,someones79,https://www.tiktok.com/@someones79,"nyesel beli yang palsu, wangi nya sebentar banget",Negatif,Negatif,05/01/2024
,ganteng20022,https://www.tiktok.com/@ganteng20022,tetap dominant ga ada dua nya sampai anak tetangga nyaman,Positif,Positif,05/01/2024
,nanangnurjaman21,https://www.tiktok.com/@nanangnurjaman21,wanggi nya juga gak tahan lama,Negatif,Negatif,05/01/2024
,achmadmughni630,https://www.tiktok.com/@achmadmughni630,aku beli sudah tiga hari kok belum datang ya lama banget pengiriman nya,Negatif,Negatif,05/01/2024
,aldyu23,https://www.tiktok.com/@aldyu23,dominant di aku mahal banget seratus empat ribu dapat tiga puluh lima Mili,Negatif,Negatif,05/01/2024
,user1458146365952,https://www.tiktok.com/@user1458146365952,maaf ka kalau yang asli beli nya di mana info dong makasih,Netral,Netral,05/01/2024
,uai71,https://www.tiktok.com/@uai71,Hampir beli yang hrny yang palsu,Negatif,Negatif,05/01/2024
,degholix16,https://www.tiktok.com/@degholix16,kak paket aku kok belom dikirim kirim ? sudah seminggu ini parah banget,Negatif,Negatif,05/01/2024
,mrlcmbre,https://www.tiktok.com/@mrlcmbre,sudah beli emang agak lama si dateng nya tapi tidak mengecewakan sama sekali wangi nya,Positif,Positif,05/01/2024
,sastroraharjo570,https://www.tiktok.com/@sastroraharjo570,sudah beli dan wangi nya tahan lama,Positif,Positif,05/01/2024
,titititititi111,https://www.tiktok.com/@titititititi111,"sumpah, wangi banget pokok nya, tidak salah beli ini",Positif,Positif,05/01/2024
,fuad85,https://www.tiktok.com/@fuad85,aku sudah pesan hampir dua Minggu ini barang nya belum datang aja,Negatif,Negatif,05/01/2024
,hilariuzz,https://www.tiktok.com/@hilariuzz,yang ukuran lima puluh mili habis mulu ka,Negatif,Negatif,05/01/2024
,dhani.2811,https://www.tiktok.com/@dhani.2811,wangi nya kayak mbah mbah tidak enak banget,Negatif,Negatif,05/01/2024
,ummati_jalurgaza,https://www.tiktok.com/@ummati_jalurgaza,kak pesenan saya belum Dateng sudah lima hari loh...dominant tiga puluh lima mili,Negatif,Negatif,05/01/2024
,maulzzbotaxx,https://www.tiktok.com/@maulzzbotaxx,dominant di campur hrny enak banget,Positif,Positif,05/01/2024
,yawang_fy,https://www.tiktok.com/@yawang_fy,nyesal aku mesan tidak sampai sampai barang nya,Negatif,Negatif,05/01/2024
,khaulffin,https://www.tiktok.com/@khaulffin,toko nya dimana kak aku juga orang cirebon,Netral,Netral,05/01/2024
,anak_baek011,https://www.tiktok.com/@anak_baek011,takut nya pas sudah beli bau nya cepet hilang soal nya pernah beli parfum macam kakak,Negatif,Negatif,05/01/2024
,ini_vian12,https://www.tiktok.com/@ini_vian12,bener tuh selama aku pakai parfum dominant di ajakin cewek aku ketemuan terus,Positif,Positif,05/01/2024
,kakeklejen94,https://www.tiktok.com/@kakeklejen94,jangan jangan bau nya kaya parfum Refill yang murahan,Negatif,Negatif,05/01/2024
,bodacious90,https://www.tiktok.com/@bodacious90,kalo kena baju kaos bisa kuning kaya parfum murahan,Negatif,Negatif,05/01/2024
,lacr_,https://www.tiktok.com/@lacr_,nama parfum baru nya Dosa banget kak,Negatif,Negatif,05/01/2024
,riicko.saputraa,https://www.tiktok.com/@riicko.saputraa,aku suka yang dominant,Positif,Positif,05/01/2024
,therapybondowoso,https://www.tiktok.com/@therapybondowoso,ciri khas nya yang asli kayak gimana ka,Netral,Netral,05/01/2024
,sukaeditaja,https://www.tiktok.com/@sukaeditaja,side effect wangi nya berwibawa banget,Positif,Positif,05/01/2024
,razorx_solomon,https://www.tiktok.com/@razorx_solomon,dominant sama staycation itu juga enak banget menurut aku,Positif,Positif,05/01/2024
,ari21bontot,https://www.tiktok.com/@ari21bontot,aku sudah coba tidak terlalu tahan lama kadang suka kecewa,Negatif,Negatif,05/01/2024
,gannnnnnnnnnnnnnn,https://www.tiktok.com/@gannnnnnnnnnnnnnn,wangi nya  tidak tahan lama jagan beli,Negatif,Negatif,05/01/2024
,rian_djenakaa,https://www.tiktok.com/@rian_djenakaa,aku sudah nyoba wangi nya bikin nyaman wanita ,Positif,Positif,05/01/2024
,puluhanwarnasenja,https://www.tiktok.com/@puluhanwarnasenja,berisik tidak enak,Negatif,Negatif,05/01/2024
,ompo094,https://www.tiktok.com/@ompo094,sumpah tadi saya beli side effect di scentplus indonesia wangi enak banget dan tahan lama dua hari,Positif,Positif,04/01/2024
,matchallte_,https://www.tiktok.com/@matchallte_,emang boleh side effect bikin ketagihan itu dua hari tidak hilang bau nya terbaik pokok nya,Positif,Positif,04/01/2024
,tongki100,https://www.tiktok.com/@tongki100,aroma side effect mulai kurang kak waktu baru di buka emang sih aroma nya enak tapi udh tiga hari aroma nya kurang,Negatif,Negatif,04/01/2024
,hafidz_puzzle,https://www.tiktok.com/@hafidz_puzzle,udah nyoba dominant side effect sma pro player semua nya enak banget,Positif,Positif,04/01/2024
,kodok.laut_02,https://www.tiktok.com/@kodok.laut_02,sudah kesekian kali nya belanja di sini dan sudah nyoba semua variant yang paling rekomendasi Dominant dan Side effect wangi nya manis lembut dan enak banget,Positif,Positif,04/01/2024
,mending.maen.epep,https://www.tiktok.com/@mending.maen.epep,kak aku pernah ketipu tapi bilang nya asli beli parfum staycation bau nya malah kaya minyak angin bau nya tidak enak banget,Negatif,Negatif,04/01/2024
,aa_jasund,https://www.tiktok.com/@aa_jasund,wangi sih kaya ada manis manis nya enak banget pokok nya,Positif,Positif,04/01/2024
,lanz.wota48,https://www.tiktok.com/@lanz.wota48,salah fokus sama suara host nya lembut dan sejuk banget,Positif,Positif,04/01/2024
,kuliibuk1,https://www.tiktok.com/@kuliibuk1,aku beli yang dominant pro player wangi nya lembut dan unik  banget,Positif,Positif,04/01/2024
,riski.rrrr,https://www.tiktok.com/@riski.rrrr,aku dapet foto card tokyo cantik banget,Positif,Positif,04/01/2024
,smzsvyxzboyz,https://www.tiktok.com/@smzsvyxzboyz,mewah wangi nya terbaik lah scentplus,Positif,Positif,04/01/2024
,michaelzawwaf,https://www.tiktok.com/@michaelzawwaf,aku pernah beli tidak nyampe sepuluh menit bau nya hilang,Negatif,Negatif,04/01/2024
,eko_prayugo,https://www.tiktok.com/@eko_prayugo,aku sudah beli  suka banget sama wangi dominant cinta banget sama scentplus,Positif,Positif,04/01/2024
,rismautie,https://www.tiktok.com/@rismautie,suka yang dominant sama hnry premium bikin nyaman sih. kalo Di jalan ada yang pakai sampai hafal wangi nya,Positif,Positif,04/01/2024
,ibnu.kurang.turu,https://www.tiktok.com/@ibnu.kurang.turu,pas aku pake mantap wangi nya parfum terbaik,Positif,Positif,04/01/2024
,anggiwahyu32,https://www.tiktok.com/@anggiwahyu32,dominant wangi nya cepet hilang,Negatif,Negatif,04/01/2024
,zkraro,https://www.tiktok.com/@zkraro,kurang suka manis dominant ,Negatif,Negatif,04/01/2024
,shantos_romeo,https://www.tiktok.com/@shantos_romeo,samping badan side effect depan belakang dominant campuran yang sempurna,Positif,Positif,04/01/2024
,syifha_ainun,https://www.tiktok.com/@syifha_ainun,semua komentar di balas semua keren banget parfum nya keliatan terbaik banget,Positif,Positif,04/01/2024
,31457754209,https://www.tiktok.com/@31457754209,side effect tidak enak wangi nya buat pusing,Negatif,Negatif,04/01/2024
,riodwiprastyo1,https://www.tiktok.com/@riodwiprastyo1,kalau bisa untuk side effect tahan lama nya di buat dua belas jam kalau bisa soal nya aku udah cocok banget sama wangi nya,Positif,Positif,04/01/2024
,jeremymimi157,https://www.tiktok.com/@jeremymimi157,admin scentplus emang keren semua komen di balesin,Positif,Positif,04/01/2024
,wisnudriverbali,https://www.tiktok.com/@wisnudriverbali,punya aku pencetan nya rusak tidak mau keluar kalau di semprot,Negatif,Negatif,04/01/2024
,firmannn000,https://www.tiktok.com/@firmannn000,kak kalau beli kemaren di live datang nya berapa hari ka?,Netral,Netral,04/01/2024
,fendiferdiansyah96,https://www.tiktok.com/@fendiferdiansyah96,sudah tidak penasaran sama dominant dan side effect karena udah nyoba dua dua nya wangi nya sesuai iklan enak banget,Positif,Positif,04/01/2024
,1rman33,https://www.tiktok.com/@1rman33,kak bisa lewat whatsapp tidak soal nya saya pake tik tok lite,Netral,Netral,04/01/2024
,ibad_25_,https://www.tiktok.com/@ibad_25_,sudah coba emang perfect kombinasi kedua parfum scentplus ini,Positif,Positif,04/01/2024
,farzaaa.bay,https://www.tiktok.com/@farzaaa.bay,saya beli dominant temen minta banyak banget saking enak nya  ,Positif,Positif,04/01/2024
,alvinwindiansya,https://www.tiktok.com/@alvinwindiansya,kak kalau deketin cewek dominant apa hrny,Netral,Netral,04/01/2024
,aldofebriano123,https://www.tiktok.com/@aldofebriano123,sudah beli tidak wangi parfum nya tidak sesuai iklan kecewa,Negatif,Negatif,04/01/2024
,stevmarbun9,https://www.tiktok.com/@stevmarbun9,tidak layak di pakai kemeja putih aku hancur gara gara parfum scentplus,Negatif,Negatif,04/01/2024
,muhammad._sumbul,https://www.tiktok.com/@muhammad._sumbul,mau nanya nih kak kalo parfum side effect itu pake alkohol tidak sih?,Netral,Netral,03/01/2024
,sigitpurnomo940,https://www.tiktok.com/@sigitpurnomo940,side effect dan dominat suka semua wangi nya awet juga wangi nya,Positif,Positif,03/01/2024
,labolod,https://www.tiktok.com/@labolod,dominant terbaik kapan kapan mau beli lagi ,Positif,Positif,03/01/2024
,rebel_dom.3,https://www.tiktok.com/@rebel_dom.3,"di saya wangi nya cuma satu jam,,beli di sini juga",Negatif,Negatif,03/01/2024
,fendiferdiansyah96,https://www.tiktok.com/@fendiferdiansyah96,tetap stay dominant dong wangi nya udah cocok banget tidak ada yang bisa gantiin di hati aku,Positif,Positif,03/01/2024
,bang_hayri,https://www.tiktok.com/@bang_hayri,puas banget setelah pakai dominant ,Positif,Positif,03/01/2024
,orreo.32,https://www.tiktok.com/@orreo.32,mau nanya ka pengiriman dari mana ka?,Netral,Netral,03/01/2024
,al_sh.13,https://www.tiktok.com/@al_sh.13,tidak enak bau nya aneh kaya nanah,Negatif,Negatif,03/01/2024
,dedipedho,https://www.tiktok.com/@dedipedho,sarah viloid tidak tanya harga kenalpot lagi,Netral,Netral,03/01/2024
,kenal_iky_34,https://www.tiktok.com/@kenal_iky_34,kak makasih iya buat minyak wangi nya saya dapet yang ori kak minyak wangi nya enak saya suka,Positif,Positif,03/01/2024
,ayra_78,https://www.tiktok.com/@ayra_78,saran parfum buat rapat ka,Netral,Netral,03/01/2024
,yudikristanto92,https://www.tiktok.com/@yudikristanto92,aku pesan sudah dua minggu belum juga di kirim,Negatif,Negatif,03/01/2024
,aji.sukma7,https://www.tiktok.com/@aji.sukma7,Buat dominant yang terbaru kok tutup sama botol nya susah kepasang,Negatif,Negatif,03/01/2024
,irfan_lagi.cutting,https://www.tiktok.com/@irfan_lagi.cutting,bukan masalah tidak tau yang mana palsu yang asli tapi tidak mampu beli yang asli karena mahal banget,Negatif,Negatif,03/01/2024
,putra29932,https://www.tiktok.com/@putra29932,wangi nya gak tahan lama aku kecewa gak sesuai iklan,Negatif,Negatif,03/01/2024
,_.ryuukii._,https://www.tiktok.com/@_.ryuukii._,dominant effect paling bikin nyaman dan senang,Positif,Positif,03/01/2024
,indrajonedy,https://www.tiktok.com/@indrajonedy,aku pakai dua dua nya itu emang sewangi dan seenak itu,Positif,Positif,03/01/2024
,imam5717,https://www.tiktok.com/@imam5717,pesan dominant tidak bakal kecewa,Positif,Positif,03/01/2024
,captain_rabbit8,https://www.tiktok.com/@captain_rabbit8,side the dominant bagus tuh nama nya,Positif,Positif,03/01/2024
,ghejho,https://www.tiktok.com/@ghejho,PINTAR SEKALI MARKETING NYA ,Positif,Positif,03/01/2024
,nopicilacap,https://www.tiktok.com/@nopicilacap,sayang aku suka dominant kata nya manis enak lembut,Positif,Positif,03/01/2024
,ayadwiwoii_,https://www.tiktok.com/@ayadwiwoii_,Kebetulan ada dominant sama side effect nyobain dikit diluar perkiraan wangi nya enak banget sumpah,Positif,Positif,03/01/2024
,twone213,https://www.tiktok.com/@twone213,aku sudah lama nyampur dominant ke botol side effect enam puluh mili yang masih setengah perbanding satu banding satu dan wangi nya terbaik ,Positif,Positif,03/01/2024
